經度緯度,經度,緯度,經度緯度
22.7454122.5878,22.7454,122.5878,22.7454122.5878
22.5918121.3064,22.5918,121.3064,22.5918121.3064
22.6496121.4746,22.6496,121.4746,22.6496121.4746
22.1362247467041121.261413574219,22.1362247467041,121.261413574219,22.1362247467041121.261413574219
22.2506121.6712,22.2506,121.6712,22.2506121.6712
22.283121.6496,22.283,121.6496,22.283121.6496
22.2349121.6663,22.2349,121.6663,22.2349121.6663
22.2161121.6725,22.2161,121.6725,22.2161121.6725
22.1774578094482121.265022277832,22.1774578094482,121.265022277832,22.1774578094482121.265022277832
22.2705121.6416,22.2705,121.6416,22.2705121.6416
22.2519121.6678,22.2519,121.6678,22.2519121.6678
22.2637121.6814,22.2637,121.6814,22.2637121.6814
22.2559121.6563,22.2559,121.6563,22.2559121.6563
22.3343121.5982,22.3343,121.5982,22.3343121.5982
22.3283121.6375,22.3283,121.6375,22.3283121.6375
22.3363121.6572,22.3363,121.6572,22.3363121.6572
22.2143121.711,22.2143,121.711,22.2143121.711
22.2287121.7056,22.2287,121.7056,22.2287121.7056
22.2249121.6624,22.2249,121.6624,22.2249121.6624
22.2341121.6362,22.2341,121.6362,22.2341121.6362
22.1504459381104121.29655456543,22.1504459381104,121.29655456543,22.1504459381104121.29655456543
22.2145121.6516,22.2145,121.6516,22.2145121.6516
22.2651121.6388,22.2651,121.6388,22.2651121.6388
22.2989121.6411,22.2989,121.6411,22.2989121.6411
22.3004121.6609,22.3004,121.6609,22.3004121.6609
21.9926013946533121.23664855957,21.9926013946533,121.23664855957,21.9926013946533121.23664855957
22.0394121.738,22.0394,121.738,22.0394121.738
22.1291121.7137,22.1291,121.7137,22.1291121.7137
22.2049120.7824,22.2049,120.7824,22.2049120.7824
22.0774121.7479,22.0774,121.7479,22.0774121.7479
22.065121.7724,22.065,121.7724,22.065121.7724
22.0383121.7978,22.0383,121.7978,22.0383121.7978
22.0347121.7853,22.0347,121.7853,22.0347121.7853
22.2313121.6791,22.2313,121.6791,22.2313121.6791
22.2666121.67,22.2666,121.67,22.2666121.67
22.2151121.6814,22.2151,121.6814,22.2151121.6814
23.7523121.4391,23.7523,121.4391,23.7523121.4391
22.010160446167121.210220336914,22.010160446167,121.210220336914,22.010160446167121.210220336914
22.0483121.7091,22.0483,121.7091,22.0483121.7091
22.0467121.7307,22.0467,121.7307,22.0467121.7307
22.9324121.4531,22.9324,121.4531,22.9324121.4531
22.2159120.8414,22.2159,120.8414,22.2159120.8414
22.2276058197021121.284446716309,22.2276058197021,121.284446716309,22.2276058197021121.284446716309
22.1704121.676,22.1704,121.676,22.1704121.676
22.1674121.71,22.1674,121.71,22.1674121.71
22.1812121.7016,22.1812,121.7016,22.1812121.7016
22.1598121.7008,22.1598,121.7008,22.1598121.7008
22.2156120.8106,22.2156,120.8106,22.2156120.8106
22.1027121.7622,22.1027,121.7622,22.1027121.7622
22.2226120.8025,22.2226,120.8025,22.2226120.8025
22.1145121.7558,22.1145,121.7558,22.1145121.7558
22.151121.704,22.151,121.704,22.151121.704
22.156121.7203,22.156,121.7203,22.156121.7203
22.017183303833121.360778808594,22.017183303833,121.360778808594,22.017183303833121.360778808594
22.0235121.7173,22.0235,121.7173,22.0235121.7173
22.1777120.9203,22.1777,120.9203,22.1777120.9203
22.0435121.695,22.0435,121.695,22.0435121.695
22.1751120.9482,22.1751,120.9482,22.1751120.9482
22.0394121.7074,22.0394,121.7074,22.0394121.7074
22.1788120.9274,22.1788,120.9274,22.1788120.9274
22.0144121.7246,22.0144,121.7246,22.0144121.7246
22.1845120.9095,22.1845,120.9095,22.1845120.9095
22.1364121.6843,22.1364,121.6843,22.1364121.6843
22.2061120.8946,22.2061,120.8946,22.2061120.8946
22.2257121.667,22.2257,121.667,22.2257121.667
22.2393121.6592,22.2393,121.6592,22.2393121.6592
22.7363121.5555,22.7363,121.5555,22.7363121.5555
21.9942121.8407,21.9942,121.8407,21.9942121.8407
21.9919121.8227,21.9919,121.8227,21.9919121.8227
21.9937121.8556,21.9937,121.8556,21.9937121.8556
21.9982121.839,21.9982,121.839,21.9982121.839
22.1531121.6604,22.1531,121.6604,22.1531121.6604
22.0431121.7193,22.0431,121.7193,22.0431121.7193
22.0631121.7049,22.0631,121.7049,22.0631121.7049
22.063121.7193,22.063,121.7193,22.063121.7193
22.1861120.9118,22.1861,120.9118,22.1861120.9118
22.0488121.7463,22.0488,121.7463,22.0488121.7463
22.1462120.9461,22.1462,120.9461,22.1462120.9461
22.0519121.7566,22.0519,121.7566,22.0519121.7566
22.0502121.7682,22.0502,121.7682,22.0502121.7682
22.1969120.8646,22.1969,120.8646,22.1969120.8646
22.1944120.8825,22.1944,120.8825,22.1944120.8825
22.1255121.6808,22.1255,121.6808,22.1255121.6808
22.1084121.7488,22.1084,121.7488,22.1084121.7488
22.2044120.8348,22.2044,120.8348,22.2044120.8348
22.1232121.7294,22.1232,121.7294,22.1232121.7294
22.2104120.8111,22.2104,120.8111,22.2104120.8111
22.1274121.697,22.1274,121.697,22.1274121.697
22.0285121.7378,22.0285,121.7378,22.0285121.7378
22.0516121.7538,22.0516,121.7538,22.0516121.7538
22.1851120.9186,22.1851,120.9186,22.1851120.9186
22.099121.7138,22.099,121.7138,22.099121.7138
22.1907120.8889,22.1907,120.8889,22.1907120.8889
22.0541121.7919,22.0541,121.7919,22.0541121.7919
22.0385121.7637,22.0385,121.7637,22.0385121.7637
22.0415121.779,22.0415,121.779,22.0415121.779
22.1643120.9797,22.1643,120.9797,22.1643120.9797
22.0594121.7441,22.0594,121.7441,22.0594121.7441
22.0452121.7438,22.0452,121.7438,22.0452121.7438
22.0509121.7768,22.0509,121.7768,22.0509121.7768
22.1239120.9883,22.1239,120.9883,22.1239120.9883
21.8521121.8003,21.8521,121.8003,21.8521121.8003
21.8608121.8084,21.8608,121.8084,21.8608121.8084
21.888121.7614,21.888,121.7614,21.888121.7614
21.8835121.7796,21.8835,121.7796,21.8835121.7796
22.0455121.7673,22.0455,121.7673,22.0455121.7673
22.0502121.7588,22.0502,121.7588,22.0502121.7588
22.1565121.6857,22.1565,121.6857,22.1565121.6857
22.1308288574219121.365264892578,22.1308288574219,121.365264892578,22.1308288574219121.365264892578
22.1547121.697,22.1547,121.697,22.1547121.697
22.1843120.9094,22.1843,120.9094,22.1843120.9094
22.0382121.7577,22.0382,121.7577,22.0382121.7577
22.1996120.8285,22.1996,120.8285,22.1996120.8285
22.1949120.8482,22.1949,120.8482,22.1949120.8482
22.027121.7403,22.027,121.7403,22.027121.7403
21.8767121.8087,21.8767,121.8087,21.8767121.8087
22.1218395233154121.288284301758,22.1218395233154,121.288284301758,22.1218395233154121.288284301758
22.0941121.6906,22.0941,121.6906,22.0941121.6906
22.1997120.8864,22.1997,120.8864,22.1997120.8864
22.0114612579346121.576263427734,22.0114612579346,121.576263427734,22.0114612579346121.576263427734
22.0362121.8003,22.0362,121.8003,22.0362121.8003
22.0326121.8213,22.0326,121.8213,22.0326121.8213
22.1662121.1224,22.1662,121.1224,22.1662121.1224
22.0461121.742,22.0461,121.742,22.0461121.742
22.0299121.7585,22.0299,121.7585,22.0299121.7585
22.0133121.763,22.0133,121.763,22.0133121.763
22.0429121.8072,22.0429,121.8072,22.0429121.8072
22.0531121.8086,22.0531,121.8086,22.0531121.8086
22.06121.7785,22.06,121.7785,22.06121.7785
22.0505121.7959,22.0505,121.7959,22.0505121.7959
22.0523121.7614,22.0523,121.7614,22.0523121.7614
22.0098121.7916,22.0098,121.7916,22.0098121.7916
21.9871121.7887,21.9871,121.7887,21.9871121.7887
22.0776121.7177,22.0776,121.7177,22.0776121.7177
22.0628121.7717,22.0628,121.7717,22.0628121.7717
22.0615121.7505,22.0615,121.7505,22.0615121.7505
22.0929121.7704,22.0929,121.7704,22.0929121.7704
22.1911120.9319,22.1911,120.9319,22.1911120.9319
22.0691121.7227,22.0691,121.7227,22.0691121.7227
22.0617121.7357,22.0617,121.7357,22.0617121.7357
22.0654121.7537,22.0654,121.7537,22.0654121.7537
22.1712121.0626,22.1712,121.0626,22.1712121.0626
22.0193121.7593,22.0193,121.7593,22.0193121.7593
22.0071029663086121.409111022949,22.0071029663086,121.409111022949,22.0071029663086121.409111022949
22.0171121.7767,22.0171,121.7767,22.0171121.7767
22.0455121.75,22.0455,121.75,22.0455121.75
22.0332121.7449,22.0332,121.7449,22.0332121.7449
21.9966121.7867,21.9966,121.7867,21.9966121.7867
22.0187121.793,22.0187,121.793,22.0187121.793
21.9834121.8019,21.9834,121.8019,21.9834121.8019
22.0098121.8024,22.0098,121.8024,22.0098121.8024
22.0368121.7808,22.0368,121.7808,22.0368121.7808
22.1428121.0386,22.1428,121.0386,22.1428121.0386
22.0286121.7761,22.0286,121.7761,22.0286121.7761
22.0397121.7775,22.0397,121.7775,22.0397121.7775
22.0445121.7688,22.0445,121.7688,22.0445121.7688
21.9734121.7915,21.9734,121.7915,21.9734121.7915
21.9107121.8265,21.9107,121.8265,21.9107121.8265
21.9515121.8112,21.9515,121.8112,21.9515121.8112
22.0294121.7667,22.0294,121.7667,22.0294121.7667
21.716121.8675,21.716,121.8675,21.716121.8675
22.0975120.973,22.0975,120.973,22.0975120.973
21.977121.8509,21.977,121.8509,21.977121.8509
21.9789121.8031,21.9789,121.8031,21.9789121.8031
22.0546121.7287,22.0546,121.7287,22.0546121.7287
22.0076121.7458,22.0076,121.7458,22.0076121.7458
21.9993121.764,21.9993,121.764,21.9993121.764
21.9557121.7778,21.9557,121.7778,21.9557121.7778
21.8676528930664121.370292663574,21.8676528930664,121.370292663574,21.8676528930664121.370292663574
21.7413121.8367,21.7413,121.8367,21.7413121.8367
22.1237120.9238,22.1237,120.9238,22.1237120.9238
22.1179120.9216,22.1179,120.9216,22.1179120.9216
22.0991121.6961,22.0991,121.6961,22.0991121.6961
22.0676121.7397,22.0676,121.7397,22.0676121.7397
22.0598121.7202,22.0598,121.7202,22.0598121.7202
22.0454121.7356,22.0454,121.7356,22.0454121.7356
22.1877120.8532,22.1877,120.8532,22.1877120.8532
21.8223121.8534,21.8223,121.8534,21.8223121.8534
22.1398120.8749,22.1398,120.8749,22.1398120.8749
21.8380317687988121.416122436523,21.8380317687988,121.416122436523,21.8380317687988121.416122436523
22.1058120.9788,22.1058,120.9788,22.1058120.9788
21.7641121.8665,21.7641,121.8665,21.7641121.8665
21.7302121.8736,21.7302,121.8736,21.7302121.8736
22.1089120.9799,22.1089,120.9799,22.1089120.9799
21.7278121.8866,21.7278,121.8866,21.7278121.8866
21.7247121.9073,21.7247,121.9073,21.7247121.9073
21.6649121.906,21.6649,121.906,21.6649121.906
21.6937121.8955,21.6937,121.8955,21.6937121.8955
21.7225121.8832,21.7225,121.8832,21.7225121.8832
21.6649121.881,21.6649,121.881,21.6649121.881
21.7051121.8705,21.7051,121.8705,21.7051121.8705
21.687121.8777,21.687,121.8777,21.687121.8777
22.1156120.9331,22.1156,120.9331,22.1156120.9331
21.8185121.8395,21.8185,121.8395,21.8185121.8395
21.8059121.8523,21.8059,121.8523,21.8059121.8523
22.0999121.0209,22.0999,121.0209,22.0999121.0209
22.0801120.9802,22.0801,120.9802,22.0801120.9802
21.7383121.8695,21.7383,121.8695,21.7383121.8695
21.6763121.9049,21.6763,121.9049,21.6763121.9049
22.0984120.9962,22.0984,120.9962,22.0984120.9962
21.7900733947754121.432952880859,21.7900733947754,121.432952880859,21.7900733947754121.432952880859
21.7774121.8577,21.7774,121.8577,21.7774121.8577
21.7754121.8348,21.7754,121.8348,21.7754121.8348
22.0882121.0203,22.0882,121.0203,22.0882121.0203
21.7451121.8528,21.7451,121.8528,21.7451121.8528
21.6867121.875,21.6867,121.875,21.6867121.875
22.1152120.8759,22.1152,120.8759,22.1152120.8759
22.1242120.8617,22.1242,120.8617,22.1242120.8617
21.6854121.8989,21.6854,121.8989,21.6854121.8989
21.6675872802734121.480682373047,21.6675872802734,121.480682373047,21.6675872802734121.480682373047
22.0488121.0187,22.0488,121.0187,22.0488121.0187
22.1574120.8723,22.1574,120.8723,22.1574120.8723
22.9967121.4194,22.9967,121.4194,22.9967121.4194
21.9331121.8252,21.9331,121.8252,21.9331121.8252
22.1183120.9661,22.1183,120.9661,22.1183120.9661
21.8211121.7958,21.8211,121.7958,21.8211121.7958
21.9311370849609121.460014343262,21.9311370849609,121.460014343262,21.9311370849609121.460014343262
21.861121.7563,21.861,121.7563,21.861121.7563
21.7904121.8461,21.7904,121.8461,21.7904121.8461
21.8218121.8889,21.8218,121.8889,21.8218121.8889
21.8276121.8519,21.8276,121.8519,21.8276121.8519
21.8259121.8378,21.8259,121.8378,21.8259121.8378
21.7563121.8614,21.7563,121.8614,21.7563121.8614
21.7789121.8567,21.7789,121.8567,21.7789121.8567
22.0489120.9911,22.0489,120.9911,22.0489120.9911
21.7844121.8991,21.7844,121.8991,21.7844121.8991
21.7511121.8788,21.7511,121.8788,21.7511121.8788
21.7845121.8396,21.7845,121.8396,21.7845121.8396
21.8398121.8285,21.8398,121.8285,21.8398121.8285
21.8279121.8327,21.8279,121.8327,21.8279121.8327
22.1052121.0487,22.1052,121.0487,22.1052121.0487
21.9017121.8174,21.9017,121.8174,21.9017121.8174
21.8307121.8317,21.8307,121.8317,21.8307121.8317
21.7052121.8637,21.7052,121.8637,21.7052121.8637
21.7271121.8561,21.7271,121.8561,21.7271121.8561
22.0756121.0839,22.0756,121.0839,22.0756121.0839
22.0803121.0712,22.0803,121.0712,22.0803121.0712
22.1115120.9873,22.1115,120.9873,22.1115120.9873
22.0917121.0471,22.0917,121.0471,22.0917121.0471
21.7849121.822,21.7849,121.822,21.7849121.822
21.8575477600098121.389335632324,21.8575477600098,121.389335632324,21.8575477600098121.389335632324
21.7655121.837,21.7655,121.837,21.7655121.837
22.1008121.0102,22.1008,121.0102,22.1008121.0102
21.839121.7811,21.839,121.7811,21.839121.7811
21.7949121.8066,21.7949,121.8066,21.7949121.8066
22.0677121.089,22.0677,121.089,22.0677121.089
21.9112121.8314,21.9112,121.8314,21.9112121.8314
21.9346121.8225,21.9346,121.8225,21.9346121.8225
21.9263121.8795,21.9263,121.8795,21.9263121.8795
21.9263121.8953,21.9263,121.8953,21.9263121.8953
21.7793121.8689,21.7793,121.8689,21.7793121.8689
21.8121121.865,21.8121,121.865,21.8121121.865
21.8368121.8754,21.8368,121.8754,21.8368121.8754
21.8475121.863,21.8475,121.863,21.8475121.863
21.747121.8863,21.747,121.8863,21.747121.8863
22.056121.143,22.056,121.143,22.056121.143
22.0669120.8993,22.0669,120.8993,22.0669120.8993
22.048120.9391,22.048,120.9391,22.048120.9391
22.0359121.044,22.0359,121.044,22.0359121.044
22.0891121.1145,22.0891,121.1145,22.0891121.1145
22.8948121.4657,22.8948,121.4657,22.8948121.4657
22.867121.4898,22.867,121.4898,22.867121.4898
21.8765850067139121.829566955566,21.8765850067139,121.829566955566,21.8765850067139121.829566955566
22.811121.5128,22.811,121.5128,22.811121.5128
22.8671121.4861,22.8671,121.4861,22.8671121.4861
22.8867121.4718,22.8867,121.4718,22.8867121.4718
22.7476121.5762,22.7476,121.5762,22.7476121.5762
22.7377121.5802,22.7377,121.5802,22.7377121.5802
22.761121.5751,22.761,121.5751,22.761121.5751
22.7704121.5642,22.7704,121.5642,22.7704121.5642
21.8566436767578122.020317077637,21.8566436767578,122.020317077637,21.8566436767578122.020317077637
22.7504121.5858,22.7504,121.5858,22.7504121.5858
22.7375121.5854,22.7375,121.5854,22.7375121.5854
22.7431121.5779,22.7431,121.5779,22.7431121.5779
22.7628121.5672,22.7628,121.5672,22.7628121.5672
22.5372122.4248,22.5372,122.4248,22.5372122.4248
22.703121.569,22.703,121.569,22.703121.569
22.7568121.5455,22.7568,121.5455,22.7568121.5455
22.7464121.5492,22.7464,121.5492,22.7464121.5492
22.6945121.5766,22.6945,121.5766,22.6945121.5766
22.7393121.5565,22.7393,121.5565,22.7393121.5565
22.6848121.5876,22.6848,121.5876,22.6848121.5876
22.7807121.5241,22.7807,121.5241,22.7807121.5241
22.7719121.5274,22.7719,121.5274,22.7719121.5274
22.7711121.5334,22.7711,121.5334,22.7711121.5334
22.7512121.5478,22.7512,121.5478,22.7512121.5478
22.7725121.5596,22.7725,121.5596,22.7725121.5596
22.6605121.6089,22.6605,121.6089,22.6605121.6089
22.7174121.5632,22.7174,121.5632,22.7174121.5632
22.6986121.556,22.6986,121.556,22.6986121.556
22.67121.6198,22.67,121.6198,22.67121.6198
22.709121.5977,22.709,121.5977,22.709121.5977
22.7159121.5831,22.7159,121.5831,22.7159121.5831
22.6969121.5947,22.6969,121.5947,22.6969121.5947
22.7354121.5737,22.7354,121.5737,22.7354121.5737
22.7104121.5583,22.7104,121.5583,22.7104121.5583
22.7017121.5623,22.7017,121.5623,22.7017121.5623
22.6338121.6221,22.6338,121.6221,22.6338121.6221
22.7407121.5519,22.7407,121.5519,22.7407121.5519
22.7299121.5513,22.7299,121.5513,22.7299121.5513
22.6886121.5923,22.6886,121.5923,22.6886121.5923
22.7018121.5778,22.7018,121.5778,22.7018121.5778
22.7764121.5415,22.7764,121.5415,22.7764121.5415
22.6612121.6352,22.6612,121.6352,22.6612121.6352
22.6839121.6155,22.6839,121.6155,22.6839121.6155
22.734121.5557,22.734,121.5557,22.734121.5557
22.7056121.5936,22.7056,121.5936,22.7056121.5936
22.7036121.5707,22.7036,121.5707,22.7036121.5707
22.6938121.5971,22.6938,121.5971,22.6938121.5971
22.7723121.5455,22.7723,121.5455,22.7723121.5455
22.6822121.594,22.6822,121.594,22.6822121.594
22.6796121.581,22.6796,121.581,22.6796121.581
22.7159121.58,22.7159,121.58,22.7159121.58
22.6411121.6277,22.6411,121.6277,22.6411121.6277
22.6145121.6437,22.6145,121.6437,22.6145121.6437
22.6756121.5787,22.6756,121.5787,22.6756121.5787
22.7239121.5655,22.7239,121.5655,22.7239121.5655
22.68121.5953,22.68,121.5953,22.68121.5953
22.7432121.5562,22.7432,121.5562,22.7432121.5562
22.708121.568,22.708,121.568,22.708121.568
22.7531121.5383,22.7531,121.5383,22.7531121.5383
22.5599121.6785,22.5599,121.6785,22.5599121.6785
22.624121.6475,22.624,121.6475,22.624121.6475
22.6454121.6393,22.6454,121.6393,22.6454121.6393
22.6849121.6091,22.6849,121.6091,22.6849121.6091
22.7967121.5312,22.7967,121.5312,22.7967121.5312
22.6803121.5821,22.6803,121.5821,22.6803121.5821
22.6591121.5968,22.6591,121.5968,22.6591121.5968
22.6928121.5793,22.6928,121.5793,22.6928121.5793
22.7064121.6093,22.7064,121.6093,22.7064121.6093
22.6923121.5921,22.6923,121.5921,22.6923121.5921
22.6994121.5858,22.6994,121.5858,22.6994121.5858
22.6647121.6133,22.6647,121.6133,22.6647121.6133
22.6313121.6288,22.6313,121.6288,22.6313121.6288
22.651121.6066,22.651,121.6066,22.651121.6066
22.6915121.5893,22.6915,121.5893,22.6915121.5893
22.6338121.6221,22.6338,121.6221,22.6338121.6221
22.7038121.5851,22.7038,121.5851,22.7038121.5851
22.6646121.6039,22.6646,121.6039,22.6646121.6039
22.6511121.6485,22.6511,121.6485,22.6511121.6485
22.5771121.6631,22.5771,121.6631,22.5771121.6631
22.6088121.6558,22.6088,121.6558,22.6088121.6558
22.6813121.635,22.6813,121.635,22.6813121.635
22.6347121.6571,22.6347,121.6571,22.6347121.6571
22.6337121.6728,22.6337,121.6728,22.6337121.6728
22.5604121.6787,22.5604,121.6787,22.5604121.6787
22.6869121.6155,22.6869,121.6155,22.6869121.6155
22.5248121.716,22.5248,121.716,22.5248121.716
22.5943121.6856,22.5943,121.6856,22.5943121.6856
22.4471121.7928,22.4471,121.7928,22.4471121.7928
22.5029121.7913,22.5029,121.7913,22.5029121.7913
22.4672121.8293,22.4672,121.8293,22.4672121.8293
22.5439121.7056,22.5439,121.7056,22.5439121.7056
21.8789120.4627,21.8789,120.4627,21.8789120.4627
21.8421120.4394,21.8421,120.4394,21.8421120.4394
23.9311121.7189,23.9311,121.7189,23.9311121.7189
23.5009121.2847,23.5009,121.2847,23.5009121.2847
23.4904121.2755,23.4904,121.2755,23.4904121.2755
22.913122.3789,22.913,122.3789,22.913122.3789
22.9364122.3625,22.9364,122.3625,22.9364122.3625
22.3875121.9533,22.3875,121.9533,22.3875121.9533
23.0323121.7834,23.0323,121.7834,23.0323121.7834
23.0404121.7862,23.0404,121.7862,23.0404121.7862
23.0313121.7934,23.0313,121.7934,23.0313121.7934
23.0413121.7915,23.0413,121.7915,23.0413121.7915
22.9415122.3969,22.9415,122.3969,22.9415122.3969
23.0046122.3519,23.0046,122.3519,23.0046122.3519
22.9545122.3961,22.9545,122.3961,22.9545122.3961
22.9629122.3951,22.9629,122.3951,22.9629122.3951
22.9723122.3854,22.9723,122.3854,22.9723122.3854
22.9738122.3739,22.9738,122.3739,22.9738122.3739
22.9458122.3911,22.9458,122.3911,22.9458122.3911
23.2044121.0793,23.2044,121.0793,23.2044121.0793
22.9147121.8036,22.9147,121.8036,22.9147121.8036
22.9898121.8146,22.9898,121.8146,22.9898121.8146
22.8276122.4824,22.8276,122.4824,22.8276122.4824
22.9226122.4292,22.9226,122.4292,22.9226122.4292
22.8021122.5071,22.8021,122.5071,22.8021122.5071
22.7406122.5549,22.7406,122.5549,22.7406122.5549
22.855122.4696,22.855,122.4696,22.855122.4696
23.0345121.7879,23.0345,121.7879,23.0345121.7879
23.0463121.7986,23.0463,121.7986,23.0463121.7986
23.0236121.8029,23.0236,121.8029,23.0236121.8029
22.967122.4062,22.967,122.4062,22.967122.4062
22.956122.3533,22.956,122.3533,22.956122.3533
22.9906122.3672,22.9906,122.3672,22.9906122.3672
22.9619122.3768,22.9619,122.3768,22.9619122.3768
22.9786122.3818,22.9786,122.3818,22.9786122.3818
23.0217122.3494,23.0217,122.3494,23.0217122.3494
23.0359122.3404,23.0359,122.3404,23.0359122.3404
22.9996122.3643,22.9996,122.3643,22.9996122.3643
22.9575122.4015,22.9575,122.4015,22.9575122.4015
22.9903122.3682,22.9903,122.3682,22.9903122.3682
22.9884122.3851,22.9884,122.3851,22.9884122.3851
22.9822122.3529,22.9822,122.3529,22.9822122.3529
23.0004122.3581,23.0004,122.3581,23.0004122.3581
23.6464121.6824,23.6464,121.6824,23.6464121.6824
24.0744122.1965,24.0744,122.1965,24.0744122.1965
23.3261120.7035,23.3261,120.7035,23.3261120.7035
23.0416121.7979,23.0416,121.7979,23.0416121.7979
22.9513122.6002,22.9513,122.6002,22.9513122.6002
22.9777122.477,22.9777,122.477,22.9777122.477
22.9428122.5753,22.9428,122.5753,22.9428122.5753
22.9561122.487,22.9561,122.487,22.9561122.487
22.9973122.5455,22.9973,122.5455,22.9973122.5455
23.0422121.9368,23.0422,121.9368,23.0422121.9368
23.0103121.9159,23.0103,121.9159,23.0103121.9159
22.9543122.3675,22.9543,122.3675,22.9543122.3675
22.9516122.385,22.9516,122.385,22.9516122.385
23.0455121.7758,23.0455,121.7758,23.0455121.7758
23.0534121.7893,23.0534,121.7893,23.0534121.7893
23.0719121.6468,23.0719,121.6468,23.0719121.6468
23.0303121.7935,23.0303,121.7935,23.0303121.7935
23.011122.0662,23.011,122.0662,23.011122.0662
23.0508121.744,23.0508,121.744,23.0508121.744
23.0369121.7891,23.0369,121.7891,23.0369121.7891
23.0265121.791,23.0265,121.791,23.0265121.791
23.0429121.6586,23.0429,121.6586,23.0429121.6586
23.0381121.7584,23.0381,121.7584,23.0381121.7584
23.0789121.5111,23.0789,121.5111,23.0789121.5111
23.0836121.4758,23.0836,121.4758,23.0836121.4758
23.0518121.7472,23.0518,121.7472,23.0518121.7472
23.0501121.7706,23.0501,121.7706,23.0501121.7706
22.9378122.2672,22.9378,122.2672,22.9378122.2672
23.0506121.6755,23.0506,121.6755,23.0506121.6755
23.0411121.7615,23.0411,121.7615,23.0411121.7615
23.0717121.5453,23.0717,121.5453,23.0717121.5453
23.0098121.8627,23.0098,121.8627,23.0098121.8627
23.0274121.8584,23.0274,121.8584,23.0274121.8584
23.0513121.8072,23.0513,121.8072,23.0513121.8072
23.0757121.8149,23.0757,121.8149,23.0757121.8149
23.0641121.8142,23.0641,121.8142,23.0641121.8142
23.0534121.8164,23.0534,121.8164,23.0534121.8164
23.0362122.2097,23.0362,122.2097,23.0362122.2097
22.9862122.2886,22.9862,122.2886,22.9862122.2886
22.9337122.6701,22.9337,122.6701,22.9337122.6701
22.868122.3432,22.868,122.3432,22.868122.3432
22.9899122.3251,22.9899,122.3251,22.9899122.3251
23.0265122.4091,23.0265,122.4091,23.0265122.4091
22.9654122.442,22.9654,122.442,22.9654122.442
23.058121.4993,23.058,121.4993,23.058121.4993
22.4249820709229118.297645568848,22.4249820709229,118.297645568848,22.4249820709229118.297645568848
23.0843121.5117,23.0843,121.5117,23.0843121.5117
23.061121.7287,23.061,121.7287,23.061121.7287
23.1097122.2493,23.1097,122.2493,23.1097122.2493
23.079121.797,23.079,121.797,23.079121.797
23.0394121.7871,23.0394,121.7871,23.0394121.7871
23.0655121.7746,23.0655,121.7746,23.0655121.7746
23.071121.9205,23.071,121.9205,23.071121.9205
23.0366122.1507,23.0366,122.1507,23.0366122.1507
23.0027122.1538,23.0027,122.1538,23.0027122.1538
23.0228122.157,23.0228,122.157,23.0228122.157
23.0119122.1488,23.0119,122.1488,23.0119122.1488
23.058122.1415,23.058,122.1415,23.058122.1415
23.0026122.3613,23.0026,122.3613,23.0026122.3613
23.021122.3542,23.021,122.3542,23.021122.3542
22.9792122.3823,22.9792,122.3823,22.9792122.3823
22.9918122.3694,22.9918,122.3694,22.9918122.3694
23.0545121.7891,23.0545,121.7891,23.0545121.7891
23.0915121.475,23.0915,121.475,23.0915121.475
23.0352122.3275,23.0352,122.3275,23.0352122.3275
23.0179122.3403,23.0179,122.3403,23.0179122.3403
22.97122.3723,22.97,122.3723,22.97122.3723
23.0097122.3586,23.0097,122.3586,23.0097122.3586
23.0191122.3519,23.0191,122.3519,23.0191122.3519
23.0492122.318,23.0492,122.318,23.0492122.318
22.9535122.3781,22.9535,122.3781,22.9535122.3781
22.9495122.4083,22.9495,122.4083,22.9495122.4083
22.9731122.3957,22.9731,122.3957,22.9731122.3957
22.9634122.3838,22.9634,122.3838,22.9634122.3838
23.0428122.3271,23.0428,122.3271,23.0428122.3271
23.065121.7825,23.065,121.7825,23.065121.7825
22.9535122.3741,22.9535,122.3741,22.9535122.3741
22.9659122.3651,22.9659,122.3651,22.9659122.3651
22.9459122.3792,22.9459,122.3792,22.9459122.3792
22.9777122.3698,22.9777,122.3698,22.9777122.3698
22.9553122.391,22.9553,122.391,22.9553122.391
23.0109122.3437,23.0109,122.3437,23.0109122.3437
23.0004122.3515,23.0004,122.3515,23.0004122.3515
22.989122.365,22.989,122.365,22.989122.365
22.9116122.4079,22.9116,122.4079,22.9116122.4079
23.0205122.3334,23.0205,122.3334,23.0205122.3334
22.9901122.3557,22.9901,122.3557,22.9901122.3557
22.9913122.3447,22.9913,122.3447,22.9913122.3447
23.0015122.3452,23.0015,122.3452,23.0015122.3452
23.0112122.3447,23.0112,122.3447,23.0112122.3447
22.9735122.3726,22.9735,122.3726,22.9735122.3726
22.9764122.3676,22.9764,122.3676,22.9764122.3676
22.9995122.3574,22.9995,122.3574,22.9995122.3574
22.9688122.3741,22.9688,122.3741,22.9688122.3741
23.0143122.2823,23.0143,122.2823,23.0143122.2823
22.9715122.3357,22.9715,122.3357,22.9715122.3357
22.9672122.3454,22.9672,122.3454,22.9672122.3454
22.9533122.3212,22.9533,122.3212,22.9533122.3212
23.0831121.5643,23.0831,121.5643,23.0831121.5643
22.933122.3942,22.933,122.3942,22.933122.3942
23.0129122.3421,23.0129,122.3421,23.0129122.3421
22.9333122.42,22.9333,122.42,22.9333122.42
